index,name,r1,r2,nodes_explored,route
14184,ac19_14184,YYXXyxx,YYXXYxyXYx,1000,incumbent_restart
14385,ac19_14385,YYXXXyxyx,YYXXXyXyyX,1000,incumbent_restart
14392,ac19_14392,YYXXXXYX,YYXyXXyxxYX,1000,incumbent_restart
14409,ac19_14409,YYXXXXXXyx,YXXXXXyxxxxxx,1000,incumbent_restart
14424,ac19_14424,YXyxYXXyx,YYXyXyXYXYxyX,1000,incumbent_restart
14513,ac19_14513,YYXXXyX,YXyxxxYXXyX,1000,incumbent_restart
14550,ac19_14550,YYXXYxxyXyx,YYxYXYYxYXYx,1000,incumbent_restart
14569,ac19_14569,YYXXyxx,YYXXXYYxyx,1000,incumbent_restart
14690,ac19_14690,YXXXyxx,YYXyXYxyXYxyX,1000,incumbent_restart
14786,ac19_14786,YYXXXYX,YYxYXXyXX,1000,incumbent_restart
14807,ac19_14807,YXXYxxyx,YYxxyXXYxyX,1000,incumbent_restart
14905,ac19_14905,YXXyXyxx,YYxYxyxxxYX,1000,incumbent_restart
14939,ac19_14939,YYXXXYxx,YYYXXyyxx,1000,incumbent_restart
15027,ac19_15027,YXyxYXXyx,YYXyxYXYXyXyX,1000,incumbent_restart
15047,ac19_15047,YYXXyxx,YYXYxxYxyyX,1000,incumbent_restart
15183,ac19_15183,YYXXyxx,YYYxxYYxxyXXX,1000,incumbent_restart
15189,ac19_15189,YXyxYXXyx,YYXyXyxYXXX,1000,incumbent_restart
15216,ac19_15216,YXyxYXXyx,YYYXyyXXYxyX,1000,incumbent_restart
15507,ac19_15507,YYXXyxx,YYYYYYXYxYYYYX,1000,incumbent_restart
15540,ac19_15540,YXXYXXyx,YXXXXXXXXyxYxxx,1000,incumbent_restart
15586,ac19_15586,YYXXyxx,YYYXYXyx,1000,incumbent_restart
15616,ac19_15616,YYXXXyxx,YYXyXXYXYYx,1000,incumbent_restart
15866,ac19_15866,YXXXyXYx,YXyxxxyxx,1000,incumbent_restart
16098,ac19_16098,YXXyXXXXyx,YYXXyxxxxyX,1000,incumbent_restart
16166,ac19_16166,YXXyXyx,YYxxxxxyXX,1000,incumbent_restart
16178,ac19_16178,YYXXXYX,YYXYxYXyyXX,1000,incumbent_restart
16286,ac19_16286,YYXXXXyx,YYXXXYXXyXX,1000,incumbent_restart
16343,ac19_16343,YXXYxYxx,YYxyxyXXyyX,1000,incumbent_restart
16371,ac19_16371,YXXXYxx,YYYXYYXXyxxYX,1000,incumbent_restart
16618,ac19_16618,YXyXYxx,YYXYXYXyxYx,1000,incumbent_restart
16657,ac19_16657,YXyxYXXyx,YYYXyyXYxyXX,1000,incumbent_restart
16660,ac19_16660,YXXXyXYx,YYXXyXYxxxyXX,1000,incumbent_restart
16808,ac19_16808,YYXXXXyXX,YXXXXXyxxxxxx,1000,incumbent_restart
16878,ac19_16878,YXyxYXXyx,YYXyxYXyyXXyX,1000,incumbent_restart
16980,ac19_16980,YYXXYxYXXYx,YYYXXYxYXyyxxyX,1000,incumbent_restart
17131,ac19_17131,YYXXXyX,YYYXyyXX,1000,incumbent_restart
17204,ac19_17204,YXXXyxYx,YXYxyXXYxyX,1000,incumbent_restart
17343,ac19_17343,YYYXXXXyyx,YYYYXXyyyyx,1000,incumbent_restart
17455,ac19_17455,YXXYxYxx,YYxyxxyXyXX,1000,incumbent_restart
17550,ac19_17550,YYXyxxxyyx,YYXXXYXXyyx,1000,incumbent_restart
17639,ac19_17639,YXyXYxx,YYYXYXYx,1000,incumbent_restart
17727,ac19_17727,YXYXXYx,YYXYXXyyxx,1000,incumbent_restart
18122,ac19_18122,YXXXyXYx,YXyxxyxxx,1000,incumbent_restart
18125,ac19_18125,YYXXYXYYXXX,YYYxyyxYXXyX,1000,incumbent_restart
18168,ac19_18168,YXYXXYx,YYxyXyxxxyXX,1000,incumbent_restart
18221,ac19_18221,YYXXXYX,YYXYYxyXXyX,1000,incumbent_restart
18255,ac19_18255,YXXyXyx,YYXXyXYxxxyx,1000,incumbent_restart
18375,ac19_18375,YXXYxxyX,YYXXyxxYXyX,1000,incumbent_restart
18413,ac19_18413,YXYxxYXyxYXyx,YYXYxxYYxxYXyx,1000,incumbent_restart
18516,ac19_18516,YYXXyxx,YYXYXXYYxyx,1000,incumbent_restart
18524,ac19_18524,YXXXYxxxyx,YYxYxxxyXXX,1000,incumbent_restart
18718,ac19_18718,YYXXXXYX,YYXYxxyyXXX,1000,incumbent_restart
18844,ac19_18844,YYXXXyX,YXyXXYxxxyx,1000,incumbent_restart
18936,ac19_18936,YYXXXXXyX,YXXXXXXyxxxxx,1000,incumbent_restart
18993,ac19_18993,YYXXyXyyx,YYxxYxxyx,1000,incumbent_restart
19026,ac19_19026,YYXXXyx,YXyxxxYXXyx,1000,incumbent_restart
19132,ac19_19132,YXYxyXXyx,YYYXyyxYXyx,1000,incumbent_restart
19144,ac19_19144,YYXXYXXyX,YYxxyXXXX,1000,incumbent_restart
19168,ac19_19168,YYXXXYxx,YYYYYXYYX,1000,incumbent_restart
19313,ac19_19313,YYXXyxx,YYXXYxYxyx,1000,incumbent_restart
19674,ac19_19674,YXXyXyxx,YYxyXYxyx,1000,incumbent_restart
19700,ac19_19700,YXYxxyXyx,YYXXyXyyxx,1000,incumbent_restart
19775,ac19_19775,YYXXXyX,YXXyXYxxxyXYxxxyX,1000,incumbent_restart
19996,ac19_19996,YXXyXyX,YYYXXXyxyxyxx,1000,incumbent_restart
20011,ac19_20011,YYXXXYxxYxx,YYXXXXyxxxx,1000,incumbent_restart
20023,ac19_20023,YXYXXYx,YYXyyxxyXyx,1000,incumbent_restart
20050,ac19_20050,YYXXXYx,YYXYYXYXXyx,1000,incumbent_restart
20055,ac19_20055,YYXXXXXXXXyx,YXXXXXXyxxxxx,1000,incumbent_restart
20074,ac19_20074,YXXXYxYx,YYXXYxYYxyX,1000,incumbent_restart
20172,ac19_20172,YYXXXyX,YXYXyXXX,1000,incumbent_restart
20270,ac19_20270,YYXXXYxx,YYYXXXyxyyxyx,1000,incumbent_restart
20301,ac19_20301,YXyxYXXyx,YYXXyyXYXXYxyX,1000,incumbent_restart
20443,ac19_20443,YXXXYxYx,YYXyxYXyx,1000,incumbent_restart
20613,ac19_20613,YYXXyxx,YYYxxYxxYXXX,1000,incumbent_restart
20653,ac19_20653,YXXyXyx,YYXyxYYxxyx,1000,incumbent_restart
20708,ac19_20708,YYXXXyX,YYXXyXyxx,1000,incumbent_restart
20791,ac19_20791,YYXYXyXyX,YXyxYXXyx,1000,incumbent_restart
20858,ac19_20858,YXXYxxyx,YYxxYxYxyxyXX,1000,incumbent_restart
21024,ac19_21024,YYXXYXYXX,YYYxyXXXyxxyyx,1000,incumbent_restart
21067,ac19_21067,YXXyXyx,YYXYxxYxyyx,1000,incumbent_restart
21098,ac19_21098,YXyxYXXyx,YYXXYXXyyX,1000,incumbent_restart
21102,ac19_21102,YXXyXyx,YYYYxxyXyxyX,1000,incumbent_restart
21215,ac19_21215,YXXXXYxxxxyx,YYYYxxxxyXYxx,1000,incumbent_restart
21293,ac19_21293,YXXYXXyx,YYxyXYXyX,1000,incumbent_restart
21315,ac19_21315,YYXXXyx,YYXXyyxyxx,1000,incumbent_restart
21522,ac19_21522,YXXXXXyXYx,YXXXyxYXXXX,1000,incumbent_restart
21595,ac19_21595,YXYxyx,YYXXyxYxxYxYYxx,1000,incumbent_restart
21855,ac19_21855,YXXXyxYx,YXYXyXYxYXX,1000,incumbent_restart
21907,ac19_21907,YXXyXyx,YYXyxYXyxx,1000,incumbent_restart
22018,ac19_22018,YXXXyxYx,YYxyxyXyx,1000,incumbent_restart
22112,ac19_22112,YXXYxxyX,YXyxYxYXXyx,1000,incumbent_restart
22263,ac19_22263,YXyXYXyxx,YYXXyxxYxyX,1000,incumbent_restart
22389,ac19_22389,YXXXyXYx,YYXXyXYXX,1000,incumbent_restart
22520,ac19_22520,YXYxxyXyx,YYXyxxYXyx,1000,incumbent_restart
22598,ac19_22598,YXYxxYXyx,YYYxxYXYxyXYx,1000,incumbent_restart
22628,ac19_22628,YYXXXXyxxx,YYXXXXXYYxxYX,1000,incumbent_restart
22957,ac19_22957,YYXXXYX,YYxYXyyX,1000,incumbent_restart
22963,ac19_22963,YXyxYXXyx,YYXyXyxYXXXX,1000,incumbent_restart
22984,ac19_22984,YYXXyxx,YYXyXyxYXyx,1000,incumbent_restart
23080,ac19_23080,YYXXYxxyx,YYYYYxxYYx,1000,incumbent_restart
23093,ac19_23093,YXyXYxx,YYYYYXXyxxx,1000,incumbent_restart
23123,ac19_23123,YXXXyxx,YYXyxYxyXYxyX,1000,incumbent_restart
23156,ac19_23156,YYXXyxx,YYYxYXYYX,1000,incumbent_restart
23233,ac19_23233,YYXXYXyyx,YYxyXXXYX,1000,incumbent_restart
23234,ac19_23234,YYXXYXyyxYXyx,YXyXYxyXYxYXX,1000,incumbent_restart
23285,ac19_23285,YYXXXYX,YYYxyyXyyx,1000,incumbent_restart
23409,ac19_23409,YXXXyXYx,YXyXYXXYxyx,1000,incumbent_restart
23430,ac19_23430,YXYXXYx,YYYXXXyxx,1000,incumbent_restart
23608,ac19_23608,YYXXYXyyX,YXyxYXyxx,1000,incumbent_restart
23763,ac19_23763,YYXXXyx,YYYxyxxyyXyx,1000,incumbent_restart
23824,ac19_23824,YYXXXYxx,YYYXXyxxYYX,1000,incumbent_restart
24058,ac19_24058,YXXyXyxx,YYYYxxxYx,1000,incumbent_restart
24097,ac19_24097,YXyxYXXyx,YYXyxYXyyxYxxx,1000,incumbent_restart
24119,ac19_24119,YYXXXXyxxxx,YXXXXXXyxxxxx,1000,incumbent_restart
24135,ac19_24135,YXyxYXXyx,YYXYxyXYxyXXyX,1000,incumbent_restart
24328,ac19_24328,YYXXyxx,YYYYXyxYYX,1000,incumbent_restart
24374,ac19_24374,YXYXXYx,YYxyXyXyxx,1000,incumbent_restart
24447,ac19_24447,YXyxYXXyx,YYXyXXyxYXX,1000,incumbent_restart
24481,ac19_24481,YYYXXXyxx,YYYXyxxYXX,1000,incumbent_restart
24565,ac19_24565,YXXyXyx,YYXXXXyxxyx,1000,incumbent_restart
24596,ac19_24596,YXyxYXXyx,YYXXXYXyyX,1000,incumbent_restart
24622,ac19_24622,YYXXXyX,YYXYxyXyxyX,1000,incumbent_restart
24668,ac19_24668,YXXyXYx,YYxyxxxyXyXYX,1000,incumbent_restart
25075,ac19_25075,YXXyXyx,YYxYXXyyxx,1000,incumbent_restart
25143,ac19_25143,YYXXXyx,YXXXYxxYXXXyX,1000,incumbent_restart
25325,ac19_25325,YXYxYXXYXyx,YYxYXXXYxYXX,1000,incumbent_restart
25347,ac19_25347,YXXXyXXyx,YYXyxyXYxxxyX,1000,incumbent_restart
25580,ac19_25580,YXYXXYx,YYXyxYXXyx,1000,incumbent_restart
25757,ac19_25757,YYXXXXXXX,YYYXXXyxyXX,1000,incumbent_restart
25941,ac19_25941,YYXXXyX,YXyXXYxxxyX,1000,incumbent_restart
25945,ac19_25945,YYXXYxYXXXYx,YXXYxxxyXXXYx,1000,incumbent_restart
25960,ac19_25960,YXXXYxx,YYYXYYXXyyxx,1000,incumbent_restart
26073,ac19_26073,YXyxYXXyx,YYXXYxyXyX,1000,incumbent_restart
26186,ac19_26186,YXyxYXXyx,YYXXyxyXXXyX,1000,incumbent_restart
26438,ac19_26438,YXyxYXXyx,YYXXyxYXXyXyyX,1000,incumbent_restart
26498,ac19_26498,YYXXYYx,YYYXyXyxx,1000,incumbent_restart
26505,ac19_26505,YYXXXXYX,YYYYXyyXX,1000,incumbent_restart
26598,ac19_26598,YYXXXyxyxYx,YYXXXXyxyxyx,1000,incumbent_restart
26841,ac19_26841,YXYXXYx,YYYXXXyxyx,1000,incumbent_restart
26896,ac19_26896,YXXYxxyX,YYxYXXyyxyx,1000,incumbent_restart
26912,ac19_26912,YXXyXyx,YYYXyyxyX,1000,incumbent_restart
26921,ac19_26921,YYXXyxx,YYXXYYxYxxYXX,1000,incumbent_restart
26942,ac19_26942,YXXyXyX,YYYxyXXyxyX,1000,incumbent_restart
27102,ac19_27102,YYXXXyx,YYYXXYXyxyyX,1000,incumbent_restart
27114,ac19_27114,YYXXXyx,YYYxyyxyXXyx,1000,incumbent_restart
27177,ac19_27177,YXXXyxYx,YYXXXyXYxYX,1000,incumbent_restart
27178,ac19_27178,YXXYxxyx,YYXXyyxYxyx,1000,incumbent_restart
27187,ac19_27187,YYXXXXyXX,YYXXyxxxxxxyXXX,1000,incumbent_restart
27254,ac19_27254,YXXXyXYx,YXXyxxxxyxx,1000,incumbent_restart
27361,ac19_27361,YYYXXXYYXXX,YYXXyxxxyXyx,1000,incumbent_restart
27374,ac19_27374,YYXXyx,YYXYXXXXYxx,1000,incumbent_restart
27551,ac19_27551,YXXYxxyxx,YYxxYxxxxx,1000,incumbent_restart
27559,ac19_27559,YYYXXXYYx,YYYYxxyXXX,1000,incumbent_restart
27623,ac19_27623,YXyXYxx,YYYYXyXyxxx,1000,incumbent_restart
27683,ac19_27683,YXYxyx,YYXXyXyxxxYxx,1000,incumbent_restart
27787,ac19_27787,YYYXyxyyX,YYXyXXXXX,1000,incumbent_restart
27867,ac19_27867,YXXXXyXXYx,YXyxxxxxyxx,1000,incumbent_restart
28131,ac19_28131,YYXXXXyx,YXXyXXXYx,1000,incumbent_restart
28198,ac19_28198,YXyxYXXyx,YYYXyxyxYXyxx,1000,incumbent_restart
28227,ac19_28227,YXyXYxx,YYYXyXXyxyxxx,1000,incumbent_restart
28253,ac19_28253,YYXXXXyxxx,YYxxYXXXXYX,1000,incumbent_restart
28281,ac19_28281,YXYxxyXyx,YYXXyxYXyxx,1000,incumbent_restart
28510,ac19_28510,YYXXyxx,YYYYYYXYXYYx,1000,incumbent_restart
28515,ac19_28515,YYXXyx,YXyXYXXXYxx,1000,incumbent_restart
28561,ac19_28561,YYXXXXYX,YXXXXyxYx,1000,incumbent_restart
28570,ac19_28570,YXXYxxyX,YYXXYYxYXXX,1000,incumbent_restart
28671,ac19_28671,YXYxyXXyxYXyx,YYXXyxYXyxYXyx,1000,incumbent_restart
28696,ac19_28696,YXXXyxx,YYXXyxYXyxYXyx,1000,incumbent_restart
28816,ac19_28816,YYXXYXXyyx,YYxyXXYXXyX,1000,incumbent_restart
28832,ac19_28832,YXyxYXXyx,YYXXyxYXXyyXYX,1000,incumbent_restart
28889,ac19_28889,YXYxxYxyx,YYxyxYYxyxYx,1000,incumbent_restart
28930,ac19_28930,YXYxyx,YYXXyxxxYxxYx,1000,incumbent_restart
28956,ac19_28956,YYXXyxYxyx,YYxYXyXYxyx,1000,incumbent_restart
28994,ac19_28994,YXXYXXXXX,YYYXyXXXyx,1000,incumbent_restart
29052,ac19_29052,YXXyXyx,YYYxxxxyXXyX,1000,incumbent_restart
29224,ac19_29224,YYXXyXyxyx,YYYXyXyxyyX,1000,incumbent_restart
29491,ac19_29491,YYXXyxx,YYXyXXyxyx,1000,incumbent_restart
29624,ac19_29624,YXXyXyx,YYXXYxyXyyx,1000,incumbent_restart
29918,ac19_29918,YYXXyXyyx,YYYxYxxxYxyxx,1000,incumbent_restart
29936,ac19_29936,YYXXyxx,YXYXXyXyxxx,1000,incumbent_restart
30096,ac19_30096,YYXXYx,YYxyxYXyX,1000,incumbent_restart
30108,ac19_30108,YXXyXyx,YYXyxxYXyx,1000,incumbent_restart
30235,ac19_30235,YYXXXyxyx,YYXXXXXyX,1000,incumbent_restart
30250,ac19_30250,YXYxyXXyx,YYXyXyxYXyyx,1000,incumbent_restart
30256,ac19_30256,YXyxYXXyx,YYXyxyXXXyX,1000,incumbent_restart
30382,ac19_30382,YXXyXyXX,YYxxxxxyx,1000,incumbent_restart
30433,ac19_30433,YXyxYXXyx,YYXyXXyXYYXyx,1000,incumbent_restart
30535,ac19_30535,YXXyXyx,YYYxyxxYxyX,1000,incumbent_restart
30814,ac19_30814,YXXYxxyX,YYXyXXYXXYx,1000,incumbent_restart
30820,ac19_30820,YYYXXXYxx,YXXYxxxyX,1000,incumbent_restart
30890,ac19_30890,YXYxxYXyx,YYXyxYXyxYYx,1000,incumbent_restart
31106,ac19_31106,YYXYXyXyX,YXyxYXyxx,1000,incumbent_restart
31152,ac19_31152,YYXXyxx,YYXyXYxxYX,1000,incumbent_restart
31277,ac19_31277,YYXXyXyxx,YYxxyxxYXXyxx,1000,incumbent_restart
31298,ac19_31298,YYXXYx,YYYXYYxYXyX,1000,incumbent_restart
31432,ac19_31432,YXXyXYxxx,YYYYYYxxyX,1000,incumbent_restart
31470,ac19_31470,YYXXXXYX,YYXXXYXyyxx,1000,incumbent_restart
31511,ac19_31511,YXXXyxYx,YXYXXXXYxyXYx,1000,incumbent_restart
31544,ac19_31544,YXYxYXXyx,YYXyyxYXyyx,1000,incumbent_restart
