name,r1,r2,n_members,members
ac19x_42,YYXYYxx,YYXyx,1,42
ac19x_43,YYXyx,YYxYxYX,1,43
ac19x_44,YYXyx,YYxyxYX,1,44
ac19x_45,YYXyx,YYxYxyX,1,45
ac19x_46,YYXyx,YYxyxyX,1,46
ac19x_47,YYXXyyx,YYXyx,1,47
ac19x_48,YYYxxYX,YYXyx,1,48
ac19x_49,YYYxxyX,YYXyx,1,49
ac19x_50,YYYYYYx,YYXyx,1,50
ac19x_51,YYXyx,YYxYXyx,1,51
ac19x_52,YYXyx,YYxyXyx,1,52
ac19x_53,YYXyxYx,YYXyx,1,53
ac19x_54,YYXyXYx,YYXyx,1,54
ac19x_55,YYXyx,YYxyXyX,1,55
ac19x_56,YYXyx,YYxYXyX,1,56
ac19x_57,YYXyx,YXXyxxx,1,57
ac19x_58,YYXyx,YXXXYxx,1,58
ac19x_59,YYYXyxx,YYXyx,1,59
ac19x_60,YYYXXYx,YYXyx,1,60
ac19x_61,YYXyx,YYXyyxx,1,61
ac19x_62,YYXXYYx,YYXyx,1,62
ac19x_63,YYYxyXX,YYXyx,1,63
ac19x_64,YYYxYXX,YYXyx,1,64
ac19x_65,YYXyx,YYXyxyx,1,65
ac19x_66,YYXYxyX,YYXyx,1,66
ac19x_67,YYXYxYX,YYXyx,1,67
ac19x_68,YYXYXYx,YYXyx,1,68
ac19x_69,YYXyx,YYxyXYX,1,69
ac19x_70,YYXyx,YYxYXYX,1,70
ac19x_71,YYYYYYX,YYXyx,1,71
ac19x_72,YYXXYxxx,YYXyx,1,72
ac19x_73,YYXyx,YXXYxxYx,1,73
ac19x_74,YYXyx,YXXYxYxx,1,74
ac19x_75,YYXyx,YXXYxyxx,1,75
ac19x_76,YYXyx,YXXYxxyx,1,76
ac19x_77,YYXyx,YXyXXyxx,1,77
ac19x_78,YYXyx,YXXyXyxx,1,78
ac19x_79,YYXyx,YXXYXyxx,1,79
ac19x_80,YYXyx,YXYXXyxx,1,80
ac19x_81,YYXXXyxx,YYXyx,1,81
ac19x_82,YYXyx,YXYXYxxx,1,82
ac19x_83,YYXyx,YXYxxxyX,1,83
ac19x_84,YYYYXYxx,YYXyx,1,84
ac19x_85,YYYXYxYx,YYXyx,1,85
ac19x_86,YYYXYxyx,YYXyx,1,86
ac19x_87,YYXYxYYx,YYXyx,1,87
ac19x_88,YYXYxyyx,YYXyx,1,88
ac19x_89,YYYxYXYx,YYXyx,1,89
ac19x_90,YYYXyxyX,YYXyx,1,90
ac19x_91,YYXyx,YXyXYxxx,1,91
ac19x_92,YYXyx,YXXXyxYx,1,92
ac19x_93,YYYxyXYx,YYXyx,1,93
ac19x_94,YYYXyxYX,YYXyx,1,94
ac19x_95,YYXyx,YYXyyXyx,1,95
ac19x_96,YYXYYXyx,YYXyx,1,96
ac19x_97,YYYXyXyx,YYXyx,1,97
ac19x_98,YYYXYXyx,YYXyx,1,98
ac19x_99,YYYYXXyx,YYXyx,1,99
ac19x_100,YYXyx,YYxxxYXX,1,100
ac19x_101,YYXyx,YYxxxyXX,1,101
ac19x_102,YYYXYYxx,YYXyx,1,102
ac19x_103,YYXYYxYx,YYXyx,1,103
ac19x_104,YYXYYxyx,YYXyx,1,104
ac19x_105,YYXyx,YYxYXYYx,1,105
ac19x_106,YYXyx,YYXyyxyX,1,106
ac19x_107,YYXyx,YYxYYxyX,1,107
ac19x_108,YYXyx,YYXyyxYX,1,108
ac19x_109,YYXyXyyx,YYXyx,1,109
ac19x_110,YYXYXyyx,YYXyx,1,110
ac19x_111,YYYXXyyx,YYXyx,1,111
ac19x_112,YYYxxYYX,YYXyx,1,112
ac19x_113,YYYxYxYX,YYXyx,1,113
ac19x_114,YYYxyxYX,YYXyx,1,114
ac19x_115,YYYxYxyX,YYXyx,1,115
ac19x_116,YYYxyxyX,YYXyx,1,116
ac19x_117,YYYxxyyX,YYXyx,1,117
ac19x_118,YYYYxxYX,YYXyx,1,118
ac19x_119,YYYYxxyX,YYXyx,1,119
ac19x_120,YYYYYYYx,YYXyx,1,120
ac19x_121,YYYxYXyx,YYXyx,1,121
ac19x_122,YYYxyXyx,YYXyx,1,122
ac19x_123,YYXyxYYx,YYXyx,1,123
ac19x_124,YYXyx,YYXyyXYx,1,124
ac19x_125,YYXyx,YYxYXyyx,1,125
ac19x_126,YYXyx,YYxYXyyX,1,126
ac19x_127,YYXyx,YXXyxxYx,1,127
ac19x_128,YYXyx,YXyXXYxx,1,128
ac19x_129,YYXyx,YXXyxYxx,1,129
ac19x_130,YYXyx,YXXyXYxx,1,130
ac19x_131,YYYXyxYx,YYXyx,1,131
ac19x_132,YYYXyXYx,YYXyx,1,132
ac19x_133,YYXyx,YYXyyxYx,1,133
ac19x_134,YYXyXYYx,YYXyx,1,134
ac19x_135,YYYxyXyX,YYXyx,1,135
ac19x_136,YYYxYXyX,YYXyx,1,136
ac19x_137,YYXXyxxx,YYXyx,1,137
ac19x_138,YYXXXYxx,YYXyx,1,138
ac19x_139,YYXyx,YXYXyxxx,1,139
ac19x_140,YYXyx,YXXXYxyx,1,140
ac19x_141,YYXyx,YXyXyxxx,1,141
ac19x_142,YYXyx,YXXXYxYx,1,142
ac19x_143,YYXyx,YYxxyXXX,1,143
ac19x_144,YYXyx,YYxxYXXX,1,144
ac19x_145,YYXyx,YXXYxxyX,1,145
ac19x_146,YYXyx,YXYXXYxx,1,146
ac19x_147,YYYYXyxx,YYXyx,1,147
ac19x_148,YYYYXXYx,YYXyx,1,148
ac19x_149,YYXyx,YXYxxyXX,1,149
ac19x_150,YYXyx,YXYxxYXX,1,150
ac19x_151,YYYXyyxx,YYXyx,1,151
ac19x_152,YYYXXYYx,YYXyx,1,152
ac19x_153,YYYxyyXX,YYXyx,1,153
ac19x_154,YYYxYYXX,YYXyx,1,154
ac19x_155,YYYYxyXX,YYXyx,1,155
ac19x_156,YYYYxYXX,YYXyx,1,156
ac19x_157,YYYXyxyx,YYXyx,1,157
ac19x_158,YYXYxyyX,YYXyx,1,158
ac19x_159,YYYXYxyX,YYXyx,1,159
ac19x_160,YYYXYxYX,YYXyx,1,160
ac19x_161,YYXYYXYx,YYXyx,1,161
ac19x_162,YYYXYXYx,YYXyx,1,162
ac19x_163,YYXyx,YYXyyxyx,1,163
ac19x_164,YYXYXYYx,YYXyx,1,164
ac19x_165,YYYxyXYX,YYXyx,1,165
ac19x_166,YYYxYXYX,YYXyx,1,166
ac19x_167,YYXYYxyX,YYXyx,1,167
ac19x_168,YYXYYxYX,YYXyx,1,168
ac19x_169,YYYYYYYX,YYXyx,1,169
ac19x_170,YYYXyyx,Yx,1,170
ac19x_171,YYYXyyx,YX,1,171
ac19x_172,YYYXyyx,YYx,1,172
ac19x_173,YYYXyyx,YYX,1,173
ac19x_174,YYYXyyx,YYYx,1,174
ac19x_175,YYYX,YYYXyyx,1,175
ac19x_176,YYYXyyx,YXYxx,1,176
ac19x_177,YYYXyyx,YXXyx,1,177
ac19x_178,YYYYx,YYYXyyx,1,178
ac19x_179,YYYXyyx,YXyxx,1,179
ac19x_180,YYYXyyx,YXXYx,1,180
ac19x_181,YYYYX,YYYXyyx,1,181
ac19x_182,YYYXyyx,YYXYxx,1,182
ac19x_183,YYYXyyx,YXYxYx,1,183
ac19x_184,YYYXyyx,YXYxyx,1,184
ac19x_185,YYYXyyx,YXyXyx,1,185
ac19x_186,YYYXyyx,YXYXyx,1,186
ac19x_187,YYYXyyx,YYXXyx,1,187
ac19x_188,YYYXyyx,YYxxYX,1,188
ac19x_189,YYYXyyx,YYxxyX,1,189
ac19x_190,YYYYYx,YYYXyyx,1,190
ac19x_191,YYYXyyx,YXyxYx,1,191
ac19x_192,YYYXyyx,YXyXYx,1,192
ac19x_193,YYYXyyx,YYXyxx,1,193
ac19x_194,YYYXyyx,YYXXYx,1,194
ac19x_195,YYYXyyx,YYxyXX,1,195
ac19x_196,YYYXyyx,YYxYXX,1,196
ac19x_197,YYYXyyx,YXYxyX,1,197
ac19x_198,YYYXyyx,YXYXYx,1,198
ac19x_199,YYYYYX,YYYXyyx,1,199
ac19x_200,YYYXYxx,YYYXyyx,1,200
ac19x_201,YYYXyyx,YYXYxYx,1,201
ac19x_202,YYYXyyx,YYXYxyx,1,202
ac19x_203,YYYXyyx,YYxYXYx,1,203
ac19x_204,YYYXyyx,YYXyxyX,1,204
ac19x_205,YYYXyyx,YYxyXYx,1,205
ac19x_206,YYYXyyx,YYXyxYX,1,206
ac19x_207,YYYXyyx,YYXyXyx,1,207
ac19x_208,YYYXyyx,YYXYXyx,1,208
ac19x_209,YYYXXyx,YYYXyyx,1,209
ac19x_210,YYYXyyx,YYXYYxx,1,210
ac19x_211,YYYXyyx,YYxYxYX,1,211
ac19x_212,YYYXyyx,YYxyxYX,1,212
ac19x_213,YYYXyyx,YYxYxyX,1,213
ac19x_214,YYYXyyx,YYxyxyX,1,214
ac19x_215,YYYXyyx,YYXXyyx,1,215
ac19x_216,YYYXyyx,YYYxxYX,1,216
ac19x_217,YYYXyyx,YYYxxyX,1,217
ac19x_218,YYYYYYx,YYYXyyx,1,218
ac19x_219,YYYXyyx,YYxYXyx,1,219
ac19x_220,YYYXyyx,YYxyXyx,1,220
ac19x_221,YYYXyyx,YYXyxYx,1,221
ac19x_222,YYYXyyx,YYXyXYx,1,222
ac19x_223,YYYXyyx,YYxyXyX,1,223
ac19x_224,YYYXyyx,YYxYXyX,1,224
ac19x_225,YYYXyxx,YYYXyyx,1,225
ac19x_226,YYYXXYx,YYYXyyx,1,226
ac19x_227,YYYXyyx,YYXyyxx,1,227
ac19x_228,YYYXyyx,YYXXYYx,1,228
ac19x_229,YYYXyyx,YYYxyXX,1,229
ac19x_230,YYYXyyx,YYYxYXX,1,230
ac19x_231,YYYXyyx,YYXyxyx,1,231
ac19x_232,YYYXyyx,YYXYxyX,1,232
ac19x_233,YYYXyyx,YYXYxYX,1,233
ac19x_234,YYYXyyx,YYXYXYx,1,234
ac19x_235,YYYXyyx,YYxyXYX,1,235
ac19x_236,YYYXyyx,YYxYXYX,1,236
ac19x_237,YYYYYYX,YYYXyyx,1,237
ac19x_238,YYYYXYxx,YYYXyyx,1,238
ac19x_239,YYYXYxYx,YYYXyyx,1,239
ac19x_240,YYYXYxyx,YYYXyyx,1,240
ac19x_241,YYYXyyx,YYXYxYYx,1,241
ac19x_242,YYYXyyx,YYXYxyyx,1,242
ac19x_243,YYYXyyx,YYYxYXYx,1,243
ac19x_244,YYYXyxyX,YYYXyyx,1,244
ac19x_245,YYYXyyx,YYYxyXYx,1,245
ac19x_246,YYYXyxYX,YYYXyyx,1,246
ac19x_247,YYYXyyx,YYXyyXyx,1,247
ac19x_248,YYYXyyx,YYXYYXyx,1,248
ac19x_249,YYYXyXyx,YYYXyyx,1,249
ac19x_250,YYYXYXyx,YYYXyyx,1,250
ac19x_251,YYYYXXyx,YYYXyyx,1,251
ac19x_252,YYYXyyx,YYxxxYXX,1,252
ac19x_253,YYYXyyx,YYxxxyXX,1,253
ac19x_254,YYYXYYxx,YYYXyyx,1,254
ac19x_255,YYYXyyx,YYXYYxYx,1,255
ac19x_256,YYYXyyx,YYXYYxyx,1,256
ac19x_257,YYYXyyx,YYxYXYYx,1,257
ac19x_258,YYYXyyx,YYXyyxyX,1,258
ac19x_259,YYYXyyx,YYxYYxyX,1,259
ac19x_260,YYYXyyx,YYXyyxYX,1,260
ac19x_261,YYYXyyx,YYXyXyyx,1,261
ac19x_262,YYYXyyx,YYXYXyyx,1,262
ac19x_263,YYYXXyyx,YYYXyyx,1,263
ac19x_264,YYYXyyx,YYYxxYYX,1,264
ac19x_265,YYYXyyx,YYYxYxYX,1,265
ac19x_266,YYYXyyx,YYYxyxYX,1,266
ac19x_267,YYYXyyx,YYYxYxyX,1,267
ac19x_268,YYYXyyx,YYYxyxyX,1,268
ac19x_269,YYYXyyx,YYYxxyyX,1,269
ac19x_270,YYYYxxYX,YYYXyyx,1,270
ac19x_271,YYYYxxyX,YYYXyyx,1,271
ac19x_272,YYYYYYYx,YYYXyyx,1,272
ac19x_273,YYYXyyx,YYYxYXyx,1,273
ac19x_274,YYYXyyx,YYYxyXyx,1,274
ac19x_275,YYYXyyx,YYXyxYYx,1,275
ac19x_276,YYYXyyx,YYXyyXYx,1,276
ac19x_277,YYYXyyx,YYxYXyyx,1,277
ac19x_278,YYYXyyx,YYxYXyyX,1,278
ac19x_279,YYYXyxYx,YYYXyyx,1,279
ac19x_280,YYYXyXYx,YYYXyyx,1,280
ac19x_281,YYYXyyx,YYXyyxYx,1,281
ac19x_282,YYYXyyx,YYXyXYYx,1,282
ac19x_283,YYYXyyx,YYYxyXyX,1,283
ac19x_284,YYYXyyx,YYYxYXyX,1,284
ac19x_285,YYYXyyx,YYxxyXXX,1,285
ac19x_286,YYYXyyx,YYxxYXXX,1,286
ac19x_287,YYYYXyxx,YYYXyyx,1,287
ac19x_288,YYYYXXYx,YYYXyyx,1,288
ac19x_289,YYYXyyx,YYYXyyxx,1,289
ac19x_290,YYYXXYYx,YYYXyyx,1,290
ac19x_291,YYYXyyx,YYYxyyXX,1,291
ac19x_292,YYYXyyx,YYYxYYXX,1,292
ac19x_293,YYYYxyXX,YYYXyyx,1,293
ac19x_294,YYYYxYXX,YYYXyyx,1,294
ac19x_295,YYYXyxyx,YYYXyyx,1,295
ac19x_296,YYYXyyx,YYXYxyyX,1,296
ac19x_297,YYYXYxyX,YYYXyyx,1,297
ac19x_298,YYYXYxYX,YYYXyyx,1,298
ac19x_299,YYYXyyx,YYXYYXYx,1,299
ac19x_300,YYYXYXYx,YYYXyyx,1,300
ac19x_301,YYYXyyx,YYXyyxyx,1,301
ac19x_302,YYYXyyx,YYXYXYYx,1,302
ac19x_303,YYYXyyx,YYYxyXYX,1,303
ac19x_304,YYYXyyx,YYYxYXYX,1,304
ac19x_305,YYYXyyx,YYXYYxyX,1,305
ac19x_306,YYYXyyx,YYXYYxYX,1,306
ac19x_307,YYYYYYYX,YYYXyyx,1,307
ac19x_308,YYYYXyyyx,Yx,1,308
ac19x_309,YYYYXyyyx,YX,1,309
ac19x_310,YYYYXyyyx,YYx,1,310
ac19x_311,YYYYXyyyx,YYX,1,311
ac19x_312,YYYYXyyyx,YYYx,1,312
ac19x_313,YYYYXyyyx,YYYX,1,313
ac19x_314,YYYYXyyyx,YXXyx,1,314
ac19x_315,YYYYXyyyx,YYYYx,1,315
ac19x_316,YYYYXyyyx,YXyxx,1,316
ac19x_317,YYYYX,YYYYXyyyx,1,317
ac19x_318,YYYYXyyyx,YYXYxx,1,318
ac19x_319,YYYYXyyyx,YXyXyx,1,319
ac19x_320,YYYYXyyyx,YXYXyx,1,320
ac19x_321,YYYYXyyyx,YYXXyx,1,321
ac19x_322,YYYYXyyyx,YYxxYX,1,322
ac19x_323,YYYYYx,YYYYXyyyx,1,323
ac19x_324,YYYYXyyyx,YXyxYx,1,324
ac19x_325,YYYYXyyyx,YYXyxx,1,325
ac19x_326,YYYYXyyyx,YYXXYx,1,326
ac19x_327,YYYYXyyyx,YYxYXX,1,327
ac19x_328,YYYYXyyyx,YXYxyX,1,328
ac19x_329,YYYYYX,YYYYXyyyx,1,329
ac19x_330,YYYYXyyyx,YYYXYxx,1,330
ac19x_331,YYYYXyyyx,YYXYxYx,1,331
ac19x_332,YYYYXyyyx,YYXYxyx,1,332
ac19x_333,YYYYXyyyx,YYxyXYx,1,333
ac19x_334,YYYYXyyyx,YYXyxYX,1,334
ac19x_335,YYYYXyyyx,YYXyXyx,1,335
ac19x_336,YYYYXyyyx,YYXYXyx,1,336
ac19x_337,YYYYXyyyx,YYXYYxx,1,337
ac19x_338,YYYYXyyyx,YYxYxYX,1,338
ac19x_339,YYYYXyyyx,YYxyxYX,1,339
ac19x_340,YYYYXyyyx,YYXXyyx,1,340
ac19x_341,YYYYXyyyx,YYYxxYX,1,341
ac19x_342,YYYYXyyyx,YYYxxyX,1,342
ac19x_343,YYYYYYx,YYYYXyyyx,1,343
ac19x_344,YYYYXyyyx,YYxYXyx,1,344
ac19x_345,YYYYXyyyx,YYXyxYx,1,345
ac19x_346,YYYYXyyyx,YYXyXYx,1,346
ac19x_347,YYYYXyyyx,YYxYXyX,1,347
ac19x_348,YYYYXyyyx,YYYXXYx,1,348
ac19x_349,YYYYXyyyx,YYXyyxx,1,349
ac19x_350,YYYYXyyyx,YYXXYYx,1,350
ac19x_351,YYYYXyyyx,YYYxyXX,1,351
ac19x_352,YYYYXyyyx,YYYxYXX,1,352
ac19x_353,YYYYXyyyx,YYXyxyx,1,353
ac19x_354,YYYYXyyyx,YYXYxyX,1,354
ac19x_355,YYYYXyyyx,YYXYXYx,1,355
ac19x_356,YYYYXyyyx,YYxYXYX,1,356
ac19x_357,YYYYYYX,YYYYXyyyx,1,357
ac19x_358,YYYYXYxx,YYYYXyyyx,1,358
ac19x_359,YYYYXyyyx,YYYXYxyx,1,359
ac19x_360,YYYYXyyyx,YYXYxYYx,1,360
ac19x_361,YYYYXyyyx,YYXYxyyx,1,361
ac19x_362,YYYYXyyyx,YYYxyXYx,1,362
ac19x_363,YYYYXyyyx,YYYXyxYX,1,363
ac19x_364,YYYYXyyyx,YYXyyXyx,1,364
ac19x_365,YYYYXyyyx,YYXYYXyx,1,365
ac19x_366,YYYYXXyx,YYYYXyyyx,1,366
ac19x_367,YYYYXyyyx,YYXYYxYx,1,367
ac19x_368,YYYYXyyyx,YYXYYxyx,1,368
ac19x_369,YYYYXyyyx,YYxYXYYx,1,369
ac19x_370,YYYYXyyyx,YYXyyxyX,1,370
ac19x_371,YYYYXyyyx,YYXyXyyx,1,371
ac19x_372,YYYYXyyyx,YYXYXyyx,1,372
ac19x_373,YYYYXyyyx,YYYXXyyx,1,373
ac19x_374,YYYYXyyyx,YYYxxYYX,1,374
ac19x_375,YYYYXyyyx,YYYxYxYX,1,375
ac19x_376,YYYYXyyyx,YYYxyxYX,1,376
ac19x_377,YYYYXyyyx,YYYxYxyX,1,377
ac19x_378,YYYYXyyyx,YYYxyxyX,1,378
ac19x_379,YYYYXyyyx,YYYxxyyX,1,379
ac19x_380,YYYYXyyyx,YYYYxxyX,1,380
ac19x_381,YYYYYYYx,YYYYXyyyx,1,381
ac19x_382,YYYYXyyyx,YYYxYXyx,1,382
ac19x_383,YYYYXyyyx,YYXyxYYx,1,383
ac19x_384,YYYYXyyyx,YYXyyXYx,1,384
ac19x_385,YYYYXyyyx,YYxYXyyX,1,385
ac19x_386,YYYYXyyyx,YYYXyXYx,1,386
ac19x_387,YYYYXyyyx,YYXyyxYx,1,387
ac19x_388,YYYYXyyyx,YYXyXYYx,1,388
ac19x_389,YYYYXyyyx,YYYxyXyX,1,389
ac19x_390,YYYYXyyyx,YYYxYXyX,1,390
ac19x_391,YYYYXyxx,YYYYXyyyx,1,391
ac19x_392,YYYYXXYx,YYYYXyyyx,1,392
ac19x_393,YYYYXyyyx,YYYXyyxx,1,393
ac19x_394,YYYYXyyyx,YYYxyyXX,1,394
ac19x_395,YYYYXyyyx,YYYxYYXX,1,395
ac19x_396,YYYYXyyyx,YYYYxyXX,1,396
ac19x_397,YYYYXyyyx,YYXYxyyX,1,397
ac19x_398,YYYYXyyyx,YYYXYxyX,1,398
ac19x_399,YYYYXyyyx,YYXYYXYx,1,399
ac19x_400,YYYYXyyyx,YYXyyxyx,1,400
ac19x_401,YYYYXyyyx,YYXYXYYx,1,401
ac19x_402,YYYYXyyyx,YYYxyXYX,1,402
ac19x_403,YYYYXyyyx,YYYxYXYX,1,403
ac19x_404,YYYYXyyyx,YYXYYxYX,1,404
ac19x_405,YYYYYYYX,YYYYXyyyx,1,405
ac19x_406,YYYYYXyyyyx,Yx,1,406
ac19x_407,YYYYYXyyyyx,YX,1,407
ac19x_408,YYYYYXyyyyx,YYx,1,408
ac19x_409,YYYYYXyyyyx,YYX,1,409
ac19x_410,YYYYYXyyyyx,YYYx,1,410
ac19x_411,YYYYYXyyyyx,YYYX,1,411
ac19x_412,YYYYYXyyyyx,YXXyx,1,412
ac19x_413,YYYYYXyyyyx,YYYYx,1,413
ac19x_414,YYYYYXyyyyx,YXyxx,1,414
ac19x_415,YYYYYXyyyyx,YYYYX,1,415
ac19x_416,YYYYYXyyyyx,YXyXyx,1,416
ac19x_417,YYYYYXyyyyx,YXYXyx,1,417
ac19x_418,YYYYYXyyyyx,YYxxyX,1,418
ac19x_419,YYYYYXyyyyx,YYYYYx,1,419
ac19x_420,YYYYYXyyyyx,YXyxYx,1,420
ac19x_421,YYYYYXyyyyx,YYxyXX,1,421
ac19x_422,YYYYYXyyyyx,YXYxyX,1,422
ac19x_423,YYYYYX,YYYYYXyyyyx,1,423
ac19x_424,YYYYYXyyyyx,YYXyxYX,1,424
ac19x_425,YYYYYXyyyyx,YYXYYxx,1,425
ac19x_426,YYYYYXyyyyx,YYxyxYX,1,426
ac19x_427,YYYYYXyyyyx,YYxYxyX,1,427
ac19x_428,YYYYYXyyyyx,YYxyxyX,1,428
ac19x_429,YYYYYXyyyyx,YYXXyyx,1,429
ac19x_430,YYYYYYx,YYYYYXyyyyx,1,430
ac19x_431,YYYYYXyyyyx,YYxYXyx,1,431
ac19x_432,YYYYYXyyyyx,YYxyXyX,1,432
ac19x_433,YYYYYXyyyyx,YYxYXyX,1,433
ac19x_434,YYYYYXyyyyx,YYXyyxx,1,434
ac19x_435,YYYYYXyyyyx,YYXXYYx,1,435
ac19x_436,YYYYYXyyyyx,YYxyXYX,1,436
ac19x_437,YYYYYYX,YYYYYXyyyyx,1,437
ac19x_438,YYYYYXyyyyx,YYYXYYxx,1,438
ac19x_439,YYYYYXyyyyx,YYXYYxyx,1,439
ac19x_440,YYYYYXyyyyx,YYXyyxyX,1,440
ac19x_441,YYYYYXyyyyx,YYXyyxYX,1,441
ac19x_442,YYYYYXyyyyx,YYXyXyyx,1,442
ac19x_443,YYYYYXyyyyx,YYXYXyyx,1,443
ac19x_444,YYYYYXyyyyx,YYYXXyyx,1,444
ac19x_445,YYYYYXyyyyx,YYYYxxYX,1,445
ac19x_446,YYYYYXyyyyx,YYYYxxyX,1,446
ac19x_447,YYYYYYYx,YYYYYXyyyyx,1,447
ac19x_448,YYYYYXyyyyx,YYxYXyyx,1,448
ac19x_449,YYYYYXyyyyx,YYxYXyyX,1,449
ac19x_450,YYYYYXyyyyx,YYXyyxYx,1,450
ac19x_451,YYYYYXyyyyx,YYXyXYYx,1,451
ac19x_452,YYYYYXyyyyx,YYYXyyxx,1,452
ac19x_453,YYYYYXyyyyx,YYYXXYYx,1,453
ac19x_454,YYYYYXyyyyx,YYYYxyXX,1,454
ac19x_455,YYYYYXyyyyx,YYYYxYXX,1,455
ac19x_456,YYYYYXyyyyx,YYXyyxyx,1,456
ac19x_457,YYYYYYYX,YYYYYXyyyyx,1,457
ac19x_458,YYYYYYXyyyyyx,Yx,1,458
ac19x_459,YYYYYYXyyyyyx,YX,1,459
ac19x_460,YYYYYYXyyyyyx,YYx,1,460
ac19x_461,YYYYYYXyyyyyx,YYX,1,461
ac19x_462,YYYYYYXyyyyyx,YYYx,1,462
ac19x_463,YYYYYYXyyyyyx,YYYX,1,463
ac19x_464,YYYYYYXyyyyyx,YXXyx,1,464
ac19x_465,YYYYYYXyyyyyx,YYYYx,1,465
ac19x_466,YYYYYYXyyyyyx,YXyxx,1,466
ac19x_467,YYYYYYXyyyyyx,YYYYX,1,467
ac19x_468,YYYYYYXyyyyyx,YYYYYx,1,468
ac19x_469,YYYYYYXyyyyyx,YYYYYX,1,469
ac19x_470,YYYYYYXyyyyyx,YYYXYxx,1,470
ac19x_471,YYYYYYXyyyyyx,YYYXXyx,1,471
ac19x_472,YYYYYYXyyyyyx,YYXXyyx,1,472
ac19x_473,YYYYYYXyyyyyx,YYYYYYx,1,473
ac19x_474,YYYYYYXyyyyyx,YYYXyxx,1,474
ac19x_475,YYYYYYXyyyyyx,YYYXXYx,1,475
ac19x_476,YYYYYYXyyyyyx,YYXyyxx,1,476
ac19x_477,YYYYYYX,YYYYYYXyyyyyx,1,477
ac19x_478,YYYYYYXyyyyyx,YYYXYxyx,1,478
ac19x_479,YYYYYYXyyyyyx,YYYXyXyx,1,479
ac19x_480,YYYYYYXyyyyyx,YYYXYXyx,1,480
ac19x_481,YYYYYYXyyyyyx,YYXyXyyx,1,481
ac19x_482,YYYYYYXyyyyyx,YYXYXyyx,1,482
ac19x_483,YYYYYYXyyyyyx,YYYXXyyx,1,483
ac19x_484,YYYYYYYx,YYYYYYXyyyyyx,1,484
ac19x_485,YYYYYYXyyyyyx,YYYXyxYx,1,485
ac19x_486,YYYYYYXyyyyyx,YYYXyXYx,1,486
ac19x_487,YYYYYYXyyyyyx,YYXyyxYx,1,487
ac19x_488,YYYYYYXyyyyyx,YYYXyyxx,1,488
ac19x_489,YYYYYYXyyyyyx,YYYXXYYx,1,489
ac19x_490,YYYYYYXyyyyyx,YYYXyxyx,1,490
ac19x_491,YYYYYYXyyyyyx,YYXyyxyx,1,491
ac19x_492,YYYYYYYX,YYYYYYXyyyyyx,1,492
ac19x_493,YYYYYYYXyyyyyyx,Yx,1,493
ac19x_494,YYYYYYYXyyyyyyx,YX,1,494
ac19x_495,YYYYYYYXyyyyyyx,YYx,1,495
ac19x_496,YYYYYYYXyyyyyyx,YYX,1,496
ac19x_497,YYYYYYYXyyyyyyx,YYYx,1,497
ac19x_498,YYYYYYYXyyyyyyx,YYYX,1,498
ac19x_499,YYYYYYYXyyyyyyx,YYYYx,1,499
ac19x_500,YYYYYYYXyyyyyyx,YYYYX,1,500
ac19x_501,YYYYYYYXyyyyyyx,YYYYYx,1,501
ac19x_502,YYYYYYYXyyyyyyx,YYYYYX,1,502
ac19x_503,YYYYYYYXyyyyyyx,YYXXyyx,1,503
