name,r1,r2,n_members,members,nodes_explored,min_relator_length
ac19_969,YYXXYXyyx,YYYXXYXXXXX,4,1526 19973 72707 117116,1000,17
ac19_986,YYXXXyx,YYXXYXyXX,18,1543 6065 19210 32022 39942 46887 53788 57500 64493 65774 67734 92420 94088 117704 118084 126980 130001 139364,1000,15
ac19_988,YXYXyx,YYxYXyXYXyyxx,2,1545 28081,1000,13
ac19_991,YXYXyx,YYYYYXXXXXXYXYxyX,2,1548 128745,1000,19
ac19_1006,YXYXyx,YYYXXXyXXXYYxyx,1,1564,1000,19
ac19_1007,YYXXXyX,YXYxyXXX,21,1565 4370 9506 9997 21216 27617 44872 44979 44992 47437 51259 73326 77466 81725 87174 93048 112825 116414 131870 132881 143110,1000,15
ac19_1011,YYXXyx,YXyXyxxyx,22,1569 8631 10660 11096 12663 19047 22636 24108 31039 32328 34445 36872 41488 46660 53509 58705 95939 101510 112801 115554 136874 155227,1000,15
ac19_1062,YXXYx,YYXYYXyxYYxyyX,1,1622,1000,18
ac19_1063,YYXXXyxx,YYYXXYXXX,13,1623 8301 17403 20915 39013 63875 65036 93301 101808 118971 124356 126809 128801,1000,17
ac19_1071,YXXyx,YYYXyyxyXyxxxYYx,2,1631 23232,1000,19
ac19_1074,YXyXXyx,YYxyxxxYX,9,1634 23333 39938 41095 44538 84269 109581 123089 134659,1000,15
ac19_1121,YXYXyx,YYXYxyXXyXXYxxx,1,1684,1000,17
ac19_1137,YXYXyxYXyx,YYYXXXYYxyX,2,1701 41935,1000,16
ac19_1139,YXXYx,YYXYXYXyXYYxx,2,1704 80280,1000,15
ac19_1145,YXyXXyx,YYYxyxxyXyX,1,1710,1000,17
ac19_1149,YXyXXyx,YYXXYxyXyyx,5,1715 6986 38989 44869 96217,1000,15
ac19_1167,YXYxyx,YYYXyxxxYxyyX,1,1734,1000,15
ac19_1185,YXXyXYx,YYXyyxyx,8,1752 39732 55153 57725 59114 100183 102708 107838,1000,15
ac19_1191,YXXYxYxx,YYYXXyyxx,2,1758 85398,1000,17
ac19_1202,YXXYx,YYXYYXyXYxyx,6,1769 9810 55980 60126 96006 96184,1000,15
ac19_1203,YXYXXYx,YYxxyXXYXXyx,1,1770,1000,16
ac19_1205,YXXyx,YYYXYXyxyXyyyXXX,1,1773,1000,19
ac19_1211,YXXYx,YYYXyxYXXXYxyx,1,1779,1000,15
ac19_1215,YXYXyx,YYYxxyXXXyX,6,1783 43548 69153 70740 111558 133991,1000,15
ac19_1226,YYXXXXYX,YXyXyxxxx,4,1795 76911 142886 145108,1000,13
ac19_1242,YXXYx,YYYXXyyyXYxx,3,1813 7667 32338,1000,15
ac19_1243,YXYXyx,YYYYxYXyXXX,3,1814 4878 117202,1000,17
ac19_1260,YXXyx,YYYXYYxyyXyxyxx,1,1832,1000,17
ac19_1279,YYXXXXYxx,YYXyyXyxxx,2,1852 17470,1000,18
ac19_1296,YXXYx,YYXYXyXYYxyx,3,1870 16778 86430,1000,15
ac19_1318,YXXyXyx,YYYXyxYxxyyX,1,1894,1000,15
ac19_1327,YXYXyx,YYXXyxyXXXYYx,2,1905 52704,1000,17
ac19_1331,YXYXyx,YYYXYYxxxyXyyXX,2,1909 73620,1000,19
ac19_1332,YXYxyx,YYYXyXXyxxx,3,1911 10046 116814,1000,15
ac19_1345,YXyXXXyx,YYXyXYXyXYxxyxxyX,1,1924,1000,19
ac19_1349,YXYXyx,YYYYYYxyXXYXyXX,1,1928,1000,19
ac19_1372,YXyXXXyx,YYxxyxxyXYx,1,1951,1000,17
ac19_1375,YXXyXYx,YYxyXyXYXYX,3,1954 7373 130867,1000,15
ac19_1384,YXyXXXyx,YYYxyxYxyxYXXyXyx,2,1963 41661,1000,17
ac19_1394,YXXXyxYx,YYXYXYxyX,1,1974,1000,17
ac19_1412,YXYXyx,YYXXyXyyxxx,4,1994 64787 110368 146697,1000,15
ac19_1418,YXYXyx,YYYXyyyXXYx,4,2000 4691 73542 124069,1000,13
ac19_1427,YXYXyx,YYXXyXXyxYxxx,2,2009 47184,1000,15
ac19_1430,YXXyXyx,YYYxxxxyx,4,2012 2391 39841 48478,1000,14
ac19_1443,YXXyx,YYYYXyyxyXyyXXX,2,2025 51397,1000,19
ac19_1469,YXYxyx,YYXyxxYYxxx,1,2053,1000,15
ac19_1491,YXYXXXX,YYYXXXXyyxx,2,2076 11604,1000,15
ac19_1492,YXYXyx,YYXyXXyyxYYxx,2,2077 3820,1000,17
ac19_1512,YXYXyx,YYXyXXYYXXXYx,1,2098,1000,15
ac19_1520,YXYXyx,YYYYxxyXXXXYXyX,1,2106,1000,19
ac19_1533,YXyXXXyx,YYXyxYxxyyxYx,1,2120,1000,19
ac19_1579,YXYXyx,YYYxyxxyXXXyX,1,2170,1000,15
ac19_1580,YXyXXyx,YYYXyyyXYXyxyX,4,2171 21966 29226 60067,1000,17
ac19_1585,YYXXYXXYx,YYxyXyxxyX,1,2176,1000,16
ac19_1592,YXYXyx,YYYXyXXyXXYYxyx,1,2183,1000,17
ac19_1595,YYXyxxxxyyX,YYXyXXYYXyxxyX,2,2187 25291,1000,20
ac19_1598,YXXYxxyX,YYxYXXyXXyx,1,2190,1000,15
ac19_1637,YXYXyx,YYYXyXyXXYx,7,2230 8098 71958 74312 85220 87034 121627,1000,15
ac19_1653,YXYXyx,YYXXyXXyxxxYx,2,2246 36682,1000,17
ac19_1660,YXyXXXyx,YYYxxxyXyxx,1,2253,1000,19
ac19_1665,YXYXyx,YYYXyyXyXyxxx,2,2258 83079,1000,19
ac19_1667,YXXYx,YYYYXYxyXyyyx,1,2260,1000,15
ac19_1670,YYXXyxx,YYxYxyX,26,2263 22554 24328 28457 39429 42855 50372 62180 64140 67298 75687 78196 80979 83179 92412 92982 94496 107962 111977 124099 125591 137290 139252 142594 149866 153323,1000,14
ac19_1690,YXYxyx,YYYxxYYxYYxyx,3,2285 18279 88481,1000,15
ac19_1706,YXYXyx,YYXYYXyXyXyxxYx,1,2301,1000,17
ac19_1715,YXXXYxx,YYYXYXXyxyyxx,3,2310 35889 112355,1000,18
ac19_1725,YYXXXXYxyxx,YYXXXXyxxxx,9,2320 3640 20298 52094 78630 114361 124037 147300 155737,1000,15
ac19_1757,YXYXyx,YYYXYxYXyyXXX,1,2354,1000,17
ac19_1769,YXYXyx,YYYXYxYxyyXXX,1,2368,1000,17
ac19_1800,YXYXyx,YYYxyXYXyXXYx,5,2403 14072 49119 102474 152265,1000,15
ac19_1809,YXXyx,YYXYxyyXyXyXXXX,2,2413 128243,1000,18
ac19_1811,YXXyx,YYYXyyyxxxxxxYx,2,2415 34025,1000,20
ac19_1837,YXXyXyx,YYxyXyxxYX,3,2442 66562 75332,1000,14
ac19_1838,YXXyx,YYYXyXXyyXyXXYYX,2,2443 68114,1000,19
ac19_1850,YYXXXYxx,YYXXyxxYX,10,2456 8262 12118 14093 37457 37550 44128 76723 116530 151004,1000,13
ac19_1865,YXYXyx,YYYYYXXXXXXYX,3,2471 10434 141740,1000,19
ac19_1880,YXXXXyXXyXX,YYXyyXXXXyXX,1,2486,1000,17
ac19_1889,YXYXyx,YYYxyxYYXyXyyXX,2,2495 106307,1000,19
ac19_1897,YXYXyx,YYXXYxYxYXXyX,3,2503 72018 114525,1000,15
ac19_1903,YXYXyx,YYYYXYxyyyXXXYx,2,2511 117588,1000,19
ac19_1909,YXyXXyx,YYYxyxyxxYx,3,2517 93240 150550,1000,17
ac19_1926,YXyXXXyX,YYXXXyXyxyXXX,1,2535,1000,19
ac19_1927,YXYXyx,YYXYxyXXXXyXYxx,4,2536 104464 119958 154477,1000,17
ac19_1957,YXXyx,YYYXYYXyxyXyXyXXX,1,2567,1000,18
ac19_1983,YXXyx,YYYXyyyXXXXXYx,1,2593,1000,17
ac19_1997,YXXyXyx,YYYxxYxxyx,3,2607 65132 83341,1000,14
ac19_2060,YYXYYxyyx,YYXXXyxxx,1,2673,1000,15
ac19_2101,YXYXyx,YYXyyXXXyxxYx,1,2717,1000,17
ac19_2146,YXXXyXYx,YXyxxxxyx,13,2766 14526 48754 56965 71785 80340 93428 114050 119649 124390 127716 135818 144259,1000,13
ac19_2149,YXYXyxYXyx,YYYxyXYxyXX,9,2770 26687 60143 104012 107883 108191 127878 129899 137911,1000,17
ac19_2151,YYXXXXYYx,YYYYXyyXyx,1,2772,1000,19
ac19_2161,YXYXyx,YYYYYXYxYXXyXXX,2,2784 40284,1000,21
ac19_2178,YXXYx,YYYXYxxyyyX,7,2801 12025 15203 54597 94049 94668 149758,1000,15
ac19_2202,YXXYx,YYYXXyxyyxYX,8,2826 6224 12667 22991 65553 85346 105063 120986,1000,15
ac19_2205,YYXXXXXXyX,YXXXXyxxxxx,26,2830 10377 11915 14562 18181 34361 34653 35187 36417 57771 59143 67005 72938 81008 81600 89355 89885 90373 118030 120084 133521 133603 136263 142228 150323 153727,1000,15
ac19_2237,YXYXyxYXyx,YYYXyXYxyXX,8,2867 9247 54297 79490 93320 94632 117882 129586,1000,16
ac19_2278,YXyxYXXyxxYXXyx,YYXyxYXXyxYXyxYXyX,1,2911,1000,16
ac19_2279,YYXXXyxx,YXyXYxYXX,3,2912 15652 117037,1000,15
ac19_2281,YXYXyx,YYXXXyXXYxxYx,4,2915 11656 87054 126921,1000,17
ac19_2283,YXyXXyx,YYXXXyxyxYxyx,3,2917 69545 93300,1000,17
ac19_2285,YXYXyx,YYYYXXXXXYXYx,2,2919 129269,1000,19
ac19_2327,YXYXyx,YYYxYxyxxyXXXyX,2,2962 58018,1000,19
ac19_2348,YXyXXyx,YYXYxxyxx,9,2984 4938 64910 68272 94448 100153 124963 145754 152126,1000,15
ac19_2391,YYXXXyxx,YYXYxxyXX,3,3033 46581 103013,1000,17
ac19_2406,YXyXXXyx,YYxYXyxyxYxyx,1,3049,1000,19
ac19_2418,YXXX,YYYYXYXyyxyyXyx,1,3061,1000,17
ac19_2420,YXYXyx,YYXXyXXyxxYxx,2,3063 77863,1000,17
ac19_2425,YXXXyXYx,YYXyXXYXX,1,3068,1000,17
ac19_2442,YXXyXyxx,YYxxYXyxxYX,2,3086 101828,1000,11
ac19_2454,YXYXyx,YYYxxyyXXXyxx,1,3098,1000,15
ac19_2480,YXXyx,YYYXyXyyxyyxxYx,2,3124 16507,1000,17
ac19_2482,YXyXXyx,YYYXyyyxx,2,3127 137713,1000,16
ac19_2486,YXyXXyx,YYYxyxyXXYxxyX,1,3131,1000,13
ac19_2493,YYXXYxYXX,YYXXXXYxx,6,3140 3317 49772 144424 148301 152732,1000,14
ac19_2499,YXYXyx,YYxYxxYXyxyXXyX,1,3146,1000,17
ac19_2501,YXYxyx,YYxYXyxYYxx,14,3148 3257 8675 12681 40133 45094 80221 80530 84638 88533 104910 105890 109871 143134,1000,15
ac19_2518,YXYXyx,YYYYYYXyXyXXX,1,3165,1000,19
ac19_2525,YXYXyx,YYYYYXXXXXX,3,3172 12717 119092,1000,17
ac19_2552,YXyXXXyx,YYXXXyxyx,2,3203 114434,1000,15
ac19_2565,YXyXXyx,YYXXXyXyxyXYXyxyX,2,3216 127382,1000,17
ac19_2574,YXYXyx,YYYXyxyXyXXYYYx,2,3226 14518,1000,19
ac19_2599,YXXX,YYXYYXyyxYXXyyx,1,3252,1000,17
ac19_2600,YXYxyx,YYXyXyXXyyx,10,3253 12962 20399 21523 27605 28193 83892 93746 102319 152326,1000,15
ac19_2605,YXXYxxyx,YYXYxYxxxyX,1,3259,1000,15
ac19_2622,YXXXXXXyxYx,YYXXXXXyyxYx,3,3277 102968 155072,1000,16
ac19_2623,YYXYXyX,YYxyXXX,21,3278 10111 14922 21509 23642 29415 37487 40104 43347 52458 61223 70528 75932 80632 95009 96791 99977 101109 108636 134705 136594,1000,14
ac19_2671,YXXYxYxx,YYXXXXyxxxx,1,3330,1000,15
ac19_2680,YXXyxYx,YYXYXXYYxYx,1,3341,1000,15
ac19_2681,YXYXyx,YYYXYYxYXXXyX,2,3342 132693,1000,17
ac19_2696,YYXXYxYXXXYx,YYXXXyxxYXXYx,1,3360,1000,18
ac19_2708,YXYXyx,YYXyyXyyxYxxx,2,3372 9450,1000,17
ac19_2711,YXXyXyxx,YYXyxyxxYYx,1,3375,1000,17
ac19_2715,YXYXXYx,YYxYxyXYXyX,1,3379,1000,17
ac19_2716,YXXYx,YYYXXXYxyxyyx,1,3380,1000,15
ac19_2757,YXYXyx,YYYXyXXXXYXYx,2,3425 142004,1000,17
ac19_2802,YXyXXyx,YYYxyxyXyXX,2,3474 3525,1000,17
ac19_2805,YXYXyx,YYXyyXyxxYxyx,4,3478 80394 83375 140848,1000,15
ac19_2807,YXXyx,YYYYXyxyyxx,7,3480 44097 75970 91387 98923 139084 140246,1000,15
ac19_2822,YXXYx,YYYXyyxyyx,26,3496 5241 7769 8501 12487 24184 27006 35238 37942 57041 58551 81089 82342 83690 92765 94121 96285 96361 119140 119265 120133 125650 126151 143929 148187 152334,1000,15
ac19_2823,YXYXyx,YYXXXyyXYXYxx,1,3497,1000,17
ac19_2857,YYYXXXX,YYYYYXyyXyyx,1,3537,1000,18
ac19_2861,YXYXyx,YYXXyXXyXYxxx,8,3541 6607 6911 31566 47709 89728 100174 135778,1000,15
ac19_2880,YXYXyx,YYXYxyXyyXXYx,9,3563 66640 66853 85124 92262 127050 141332 141917 150377,1000,15
ac19_2881,YXYXyx,YYXyyXyxxYx,10,3564 18003 20609 32026 55119 72054 74065 81364 121014 152016,1000,15
ac19_2885,YXYXyx,YYXXXXyyxYYxxyx,1,3568,1000,17
ac19_2887,YXYXyx,YYYYYYXyXXX,4,3570 120739 140793 144640,1000,17
ac19_2898,YXXX,YYYYYXyxxyyyxyX,2,3585 66666,1000,17
ac19_2901,YXyXXyx,YYYXyxyxYYxyx,1,3588,1000,16
ac19_2911,YXXYx,YYYXXXYxxYXYYX,1,3599,1000,15
ac19_2950,YYXXXyxxx,YYXXYxxyyX,3,3652 116243 128175,1000,15
ac19_2962,YXYXXYxyX,YYYXyXYxyxYXXyyx,1,3664,1000,20
ac19_2972,YXYXyx,YYYXyxyyXyXXYYx,2,3678 119594,1000,19
ac19_2977,YXYXyx,YYXyxyXXyXXYYxx,2,3683 154530,1000,19
ac19_2980,YXYXXYx,YYXXyxYXXyxx,1,3686,1000,14
ac19_2984,YXXYx,YYXyyXYxyyx,5,3691 50315 112619 125805 155059,1000,15
ac19_2995,YXYXyx,YYXyXyyxYXyxxxx,2,3703 69902,1000,19
ac19_3005,YXYXyx,YYYYxyXXYXyXX,1,3714,1000,17
ac19_3052,YYYXXXyxx,YYXXXXyxxxx,5,3766 27887 94867 110418 136904,1000,15
ac19_3071,YXyXXXyx,YYxyXYYxyxYxyxx,2,3791 53415,1000,17
ac19_3076,YXyXXyx,YYXXXXyXyyxyX,2,3796 5653,1000,17
ac19_3093,YXXYxxyX,YYYXYXXyyyx,1,3814,1000,17
ac19_3129,YYXXXyxx,YYxyxxYXXXX,2,3855 34446,1000,14
ac19_3133,YXYXyx,YYYXyxyXyXXYx,5,3859 68744 75093 78593 156600,1000,15
ac19_3135,YXYXyx,YYXYxyyXXXyyxxx,2,3861 58327,1000,19
ac19_3162,YXYXyx,YYYXXyyyXyxxx,2,3890 27372,1000,17
ac19_3174,YXYXyx,YYxYxYXyyXXYxyX,6,3905 18863 50251 62695 72930 153370,1000,17
ac19_3206,YXYXyx,YYxYXyxyXXyXyxx,1,3942,1000,17
ac19_3225,YXYXyx,YYYYXXXXyXyxx,2,3962 117558,1000,15
ac19_3237,YXXYXXYxx,YYYYXXXyxxYXX,1,3975,1000,17
ac19_3239,YXYXyx,YYYxyXyXyxyxx,2,3977 152301,1000,17
ac19_3245,YXYXyx,YYXyyXXyxxxyx,2,3983 51160,1000,15
ac19_3248,YXYXyx,YYXYxyXyXyxxx,4,3988 89656 130104 131219,1000,15
ac19_3252,YXXYxxyX,YYXyxYXXyyx,1,3992,1000,14
ac19_3272,YXyXXyX,YYXYxyxxyxxYxxx,1,4020,1000,17
ac19_3275,YXyXXXyx,YYxyxxyXYXyXX,1,4023,1000,17
ac19_3287,YXyXXyx,YYXyyxyXYxyX,3,4035 42667 113121,1000,15
ac19_3293,YXXyXyxx,YYYYxxYxx,6,4041 17186 36763 80959 104093 145908,1000,17
ac19_3303,YXXyxYx,YYYYYXYxyX,2,4054 99453,1000,17
ac19_3319,YXXXYxx,YYYXYXXyxx,5,4073 61554 93565 109885 151265,1000,14
ac19_3366,YXYXyx,YYXyXXyXXYxxx,2,4126 43125,1000,17
ac19_3372,YXYXyx,YYXyyXXyxyxYx,2,4134 90778,1000,17
ac19_3381,YXYXyx,YYXyXXXXXYxYxyx,2,4143 103432,1000,17
ac19_3382,YXXYxxyx,YXXYxYxxYxxyX,6,4144 23766 58114 80661 125580 149418,1000,15
ac19_3389,YXYXyx,YYxYxyxYXyyXX,4,4151 23321 104703 110702,1000,15
ac19_3396,YYXXXYx,YYXyxxYXX,22,4161 5596 6182 23484 34785 37177 47373 50353 66784 68361 78540 98183 104642 116324 121216 132552 134771 141277 142167 143716 149380 150498,1000,15
ac19_3399,YXYXyx,YYXyyXXYxYxYX,1,4165,1000,15
ac19_3432,YXXyXYx,YYXXXXyxxx,8,4207 86554 117943 121287 128131 138522 153391 156549,1000,15
ac19_3436,YXYXyx,YYXXXyXyxxYxx,2,4213 119004,1000,17
ac19_3444,YXYXyx,YYYYxxyXXXyXX,2,4224 28224,1000,19
ac19_3470,YXXX,YYYXyyXyyXyxYYx,2,4251 84434,1000,19
ac19_3486,YXYXyx,YYXyyXyxxxyxx,1,4271,1000,17
ac19_3514,YXYXyx,YYXyyXXyyxxYx,2,4300 147606,1000,19
ac19_3518,YYXXyx,YYYYXyxyyXX,12,4304 7047 10668 16962 41840 45454 58889 99331 121176 134136 136239 144770,1000,15
ac19_3549,YXXYx,YYYXYxyXYYXyyx,3,4338 41292 77914,1000,18
ac19_3566,YYXXXYxx,YYYxxyXXX,3,4358 37572 85230,1000,16
ac19_3596,YXyXXyx,YYYXyxxxxxyX,1,4395,1000,15
ac19_3597,YXYXyx,YYXYxyXXXyXYxYx,3,4396 123146 149089,1000,17
ac19_3615,YXyXXyx,YYYxxYXyxyyx,7,4416 41245 57024 70086 103147 103763 116237,1000,15
ac19_3620,YXXYx,YYXyyXXyxYxyxx,1,4423,1000,15
ac19_3631,YXXYx,YYXYxxyXYXXyyx,1,4436,1000,15
ac19_3654,YYXXXYX,YYYXyxxyXX,2,4462 138200,1000,15
ac19_3661,YXYXyx,YYXyyXXYYxxYX,1,4469,1000,15
ac19_3666,YXXXYxx,YYYXXXyxyxyyxx,3,4474 29556 79973,1000,18
ac19_3667,YYXXXyxxx,YYYYXXYXYxx,2,4475 126009,1000,16
ac19_3676,YXyXYxx,YYYYYYXYYxx,1,4487,1000,16
ac19_3678,YXyXXyx,YYXXXyyxxYXyx,2,4489 50819,1000,15
ac19_3696,YYXXyx,YYYXyXXYX,4,4507 4842 49057 118230,1000,15
ac19_3713,YXyXXXyx,YYXyyXyXX,4,4525 31214 116309 130558,1000,16
ac19_3741,YXYXyx,YYYYYXXXXXXYxyX,2,4558 25952,1000,19
ac19_3764,YYXXXyx,YYXyyxyxxyx,3,4583 112038 129222,1000,15
ac19_3782,YYXXXXYX,YYXYxyyXX,3,4601 69866 96745,1000,14
ac19_3785,YXyXYxx,YYYYYXYxyX,6,4605 21383 51995 74968 118882 146459,1000,16
ac19_3786,YXXyx,YYYYXYXyxxyyyx,3,4607 133042 147209,1000,15
ac19_3788,YXYXyx,YYYXXyXXXYx,4,4609 12026 52843 73926,1000,15
ac19_3797,YYXXYx,YYYxyXYxyyX,10,4619 17325 27179 30179 60867 85935 119587 127449 129711 144968,1000,15
ac19_3807,YXyXXyx,YYYXyxxyxx,4,4629 102028 126014 154318,1000,17
ac19_3820,YXXXyxx,YYXyXYxyxYXXyx,4,4643 43409 94866 103456,1000,20
ac19_3866,YXXYXXyX,YYxYXyXYXyXyX,1,4693,1000,15
ac19_3871,YXXYx,YYYYXXYYxyyXYX,1,4700,1000,15
ac19_3874,YXXYXXyxx,YYYXXyXXYX,2,4704 58656,1000,19
ac19_3880,YYYXXXX,YYYxyyXyyx,1,4710,1000,17
ac19_3907,YXYXyx,YYYxYXyXXyXYX,1,4740,1000,17
ac19_3942,YXYXyx,YYXyXXyxyxYYx,2,4781 70128,1000,15
ac19_3943,YXXyx,YYYXyyXyyXXYYX,2,4782 95924,1000,17
ac19_3965,YXYXyx,YYYYxyxYYXyXXyX,1,4809,1000,19
ac19_3968,YXXyXyx,YYXXXYxxxyyx,1,4812,1000,17
ac19_3973,YXyXXyx,YYXyyXyxyXX,3,4818 23947 50373,1000,16
ac19_3983,YYXyxxxyX,YYXXyXXYxyX,1,4829,1000,15
ac19_3993,YYXXyxx,YYYXXYxYYYxx,2,4840 148128,1000,18
ac19_3995,YXXyXyx,YYYxxxxx,10,4843 23081 36025 62491 62949 66247 66371 91811 121747 128476,1000,15
ac19_4023,YXYXyx,YYYXyXXyXYxYX,1,4874,1000,15
ac19_4031,YXXXXYx,YYxyXXXYXyx,2,4883 59412,1000,17
ac19_4034,YXYXyx,YYYxyXyXXYXYx,2,4886 10260,1000,19
ac19_4039,YXyXXXyx,YYXyXYXyXYxyXyxyx,1,4891,1000,19
